id,eng_word,level,difficulty_level,first_letter,tur_word,sample_sentence_1,sample_sentence_2,picture,audio_url
1342,nostalgically,C2,10,n,nostaljik şekilde,The system behaved nostalgically during the test.,The result changed nostalgically in the study.,,/uploads/audio/words/nostalgically.mp3
1343,notoriety,C2,10,n,kötü şöhret,The class discussed the notoriety after the video.,This example shows the notoriety clearly.,,/uploads/audio/words/notoriety.mp3
1344,notoriously,C2,10,n,kötü şöhretli şekilde,The plan changed notoriously after lunch.,She smiled notoriously at the good news.,,/uploads/audio/words/notoriously.mp3
1345,oblique,C2,10,o,eğik/dolaylı,The oblique detail changed the whole plan.,She gave an oblique answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/oblique-uk.mp3
1346,octogenarian,C2,10,o,seksenli yaşlarında kişi,The octogenarian arrived early for work.,Everyone thanked the octogenarian after lunch.,,/uploads/audio/words/octogenarian.mp3
1347,opacity,C2,10,o,opaklık,The opacity changed the final result.,The story included a clear opacity.,,/uploads/audio/words/opacity.mp3
1348,opaque,C2,10,o,opak/anlaşılmaz,The opaque detail changed the whole plan.,She gave an opaque answer in class.,,/uploads/audio/words/opaque.mp3
1349,opulence,C2,10,o,gösterişli zenginlik,The class discussed the opulence after the video.,This example shows the opulence clearly.,,/uploads/audio/words/opulence.mp3
1350,opulent,C2,10,o,gösterişli/zengin,We saw an opulent pattern in the results.,His opulent style made the story stronger.,,/uploads/audio/words/opulent.mp3
1351,opulently,C2,10,o,gösterişli şekilde,They walked opulently through the quiet hall.,The student listened opulently to the story.,,/uploads/audio/words/opulently.mp3
1352,ordain,C2,10,o,atamak/buyurmak,We need to ordain the plan carefully.,He decided to ordain it after the meeting.,,/uploads/audio/words/ordain.mp3
1353,ore,C2,10,o,cevher,I cleaned the ore before dinner.,The small ore fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/ore-us.mp3
1354,ornate,C2,10,o,süslü,The ornate detail changed the whole plan.,She gave an ornate answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/ornate-uk.mp3
1355,ostensible,C2,10,o,görünürdeki,This ostensible example helped the students.,The report used an ostensible idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/ostensible-us.mp3
1356,painstaking,C2,10,p,özenli,We saw a painstaking pattern in the results.,His painstaking style made the story stronger.,,/uploads/audio/words/painstaking.mp3
1357,painstakingly,C2,10,p,özenle,She spoke painstakingly during the meeting.,The team worked painstakingly on the final task.,,/uploads/audio/words/painstakingly.mp3
1358,palatable,C2,10,p,lezzetli/kabul edilebilir,This palatable example helped the students.,The report used a palatable idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/palatable-au.mp3
1359,palate,C2,10,p,damak,We shared the palate at lunch.,The cook used palate in the meal.,,https://api.dictionaryapi.dev/media/pronunciations/en/palate-us.mp3
1360,parable,C2,10,p,mesel/ibretlik hikaye,The parable detail changed the whole plan.,She gave a parable answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/parable-uk.mp3
1361,paradoxical,C2,10,p,paradoksal,This paradoxical example helped the students.,The report used a paradoxical idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/paradoxical-us.mp3
1362,paradoxically,C2,10,p,paradoksal biçimde,The report explained the change paradoxically.,The room was designed paradoxically for better sound.,,https://api.dictionaryapi.dev/media/pronunciations/en/paradoxically-us.mp3
1363,parameter,C2,10,p,parametre,The report described the parameter clearly.,We noticed the parameter during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/parameter-us.mp3
1364,paramount,C2,10,p,en önemli,The class discussed the paramount after the video.,This example shows the paramount clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/paramount-uk.mp3
1365,parasitic,C2,10,p,parazit gibi,We saw a parasitic pattern in the results.,His parasitic style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/parasitic-us.mp3
1366,parochial,C2,10,p,dar görüşlü/yerel,The parochial detail changed the whole plan.,She gave a parochial answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/parochial-us.mp3
1367,patchily,C2,10,p,düzensiz yamalı şekilde,They walked patchily through the quiet hall.,The student listened patchily to the story.,,/uploads/audio/words/patchily.mp3
1368,qualitative,C2,10,q,nitel,We saw a qualitative pattern in the results.,His qualitative style made the story stronger.,,/uploads/audio/words/qualitative.mp3
1369,qualm,C2,10,q,tereddüt,The report described the qualm clearly.,We noticed the qualm during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/qualm-uk.mp3
1370,quiver,C2,10,q,titremek/titreme,She began to quiver when the music started.,They will quiver outside if the weather is good.,,https://api.dictionaryapi.dev/media/pronunciations/en/quiver-us.mp3
1371,rapture,C2,10,r,vecd/büyük sevinç,The rapture changed the final result.,The story included a clear rapture.,,https://api.dictionaryapi.dev/media/pronunciations/en/rapture-us.mp3
1372,rapturous,C2,10,r,coşkulu,The rapturous detail changed the whole plan.,She gave a rapturous answer in class.,,/uploads/audio/words/rapturous.mp3
1373,rapturously,C2,10,r,coşkuyla,She spoke rapturously during the meeting.,The team worked rapturously on the final task.,,/uploads/audio/words/rapturously.mp3
1374,ravish,C2,10,r,büyülemek,The team will ravish the issue tomorrow.,I hope to ravish this skill with practice.,,/uploads/audio/words/ravish.mp3
1375,rebound,C2,10,r,geri sıçramak/toparlanmak,The children like to rebound after school.,We watched the birds rebound near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/rebound-1-uk.mp3
1376,rebuke,C2,10,r,azarlamak,The coach may rebuke players for rude behavior.,She gave a quiet rebuke after the mistake.,,https://api.dictionaryapi.dev/media/pronunciations/en/rebuke-us.mp3
1377,recitation,C2,10,r,ezbere okuma,The recitation changed the final result.,The story included a clear recitation.,,/uploads/audio/words/recitation.mp3
1378,recluse,C2,10,r,münzevi,The recluse helped a child near the door.,A friendly recluse smiled during the meeting.,,/uploads/audio/words/recluse.mp3
1379,reclusive,C2,10,r,inzivaya çekilmiş,This reclusive example helped the students.,The report used a reclusive idea clearly.,,/uploads/audio/words/reclusive.mp3
1380,reconcile,C2,10,r,uzlaştırmak/bağdaştırmak,The team will reconcile the issue tomorrow.,I hope to reconcile this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/reconcile-us.mp3
1381,reconciliation,C2,10,r,uzlaşma,The report described the reconciliation clearly.,We noticed the reconciliation during the project.,,/uploads/audio/words/reconciliation.mp3
1382,recourse,C2,10,r,başvuru/çare,The class discussed the recourse after the video.,This example shows the recourse clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/recourse-uk.mp3
1383,salivary,C2,10,s,tükürükle ilgili,We saw a salivary pattern in the results.,His salivary style made the story stronger.,,/uploads/audio/words/salivary.mp3
1384,sandwiched,C2,10,s,arasına sıkıştırılmış,The sandwiched detail changed the whole plan.,She gave a sandwiched answer in class.,,/uploads/audio/words/sandwiched.mp3
1385,scavenger,C2,10,s,leş yiyici/toplayıcı,The scavenger arrived early for work.,Everyone thanked the scavenger after lunch.,,/uploads/audio/words/scavenger.mp3
1386,scholarly,C2,10,s,akademik/bilimsel,He answered scholarly when the teacher asked.,The machine moved scholarly across the floor.,,https://api.dictionaryapi.dev/media/pronunciations/en/scholarly-uk.mp3
1387,scroll,C2,10,s,kaydırmak/parşömen,They plan to scroll the problem this week.,She tried to scroll the task before dinner.,,/uploads/audio/words/scroll.mp3
1388,secular,C2,10,s,laik/dünyevi,This secular example helped the students.,The report used a secular idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/secular-us.mp3
1389,secularly,C2,10,s,laik biçimde,She spoke secularly during the meeting.,The team worked secularly on the final task.,,/uploads/audio/words/secularly.mp3
1390,seedy,C2,10,s,perişan/şüpheli,The seedy detail changed the whole plan.,She gave a seedy answer in class.,,/uploads/audio/words/seedy.mp3
1391,seismic,C2,10,s,sismik,This seismic example helped the students.,The report used a seismic idea clearly.,,/uploads/audio/words/seismic.mp3
1392,selectivity,C2,10,s,seçicilik,The selectivity changed the final result.,The story included a clear selectivity.,,/uploads/audio/words/selectivity.mp3
1393,shamble,C2,10,s,sendeleyerek yürümek,The children like to shamble after school.,We watched the birds shamble near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/shamble-us.mp3
1394,sheaf,C2,10,s,demet,The sheaf was on the wooden table.,My brother carried the sheaf to school.,,https://api.dictionaryapi.dev/media/pronunciations/en/sheaf-us.mp3
1395,tacit,C2,10,t,örtük/sessiz,We saw a tacit pattern in the results.,His tacit style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/tacit-us.mp3
1396,tacitly,C2,10,t,örtük biçimde,The plan changed tacitly after lunch.,She smiled tacitly at the good news.,,https://api.dictionaryapi.dev/media/pronunciations/en/tacitly-us.mp3
1397,taciturn,C2,10,t,az konuşan,This taciturn example helped the students.,The report used a taciturn idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/taciturn-us.mp3
1398,taciturnity,C2,10,t,az konuşkanlık,The taciturnity changed the final result.,The story included a clear taciturnity.,,/uploads/audio/words/taciturnity.mp3
1399,tactic,C2,10,t,taktik,The tactic detail changed the whole plan.,She gave a tactic answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/tactic-us.mp3
1400,tactical,C2,10,t,taktiksel,This tactical example helped the students.,The report used a tactical idea clearly.,,/uploads/audio/words/tactical.mp3
1401,tactically,C2,10,t,taktiksel olarak,The report explained the change tactically.,The room was designed tactically for better sound.,,/uploads/audio/words/tactically.mp3
1402,taste-maker,C2,10,t,zevk belirleyici,She put the taste-maker beside her bag.,He found a taste-maker under the chair.,,/uploads/audio/words/taste_maker.mp3
1403,teem,C2,10,t,kaynamak/dolu olmak,She began to teem when the music started.,They will teem outside if the weather is good.,,https://api.dictionaryapi.dev/media/pronunciations/en/teem-1-uk.mp3
1404,telescopic,C2,10,t,teleskopik,We saw a telescopic pattern in the results.,His telescopic style made the story stronger.,,/uploads/audio/words/telescopic.mp3
1405,telescopically,C2,10,t,teleskopik olarak,The system behaved telescopically during the test.,The result changed telescopically in the study.,,/uploads/audio/words/telescopically.mp3
1406,unadulterated,C2,10,u,saf/katışıksız,This unadulterated example helped the students.,The report used an unadulterated idea clearly.,,/uploads/audio/words/unadulterated.mp3
1407,uncanny,C2,10,u,tekinsiz/esrarengiz,We saw an uncanny pattern in the results.,His uncanny style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/uncanny-us.mp3
1408,undemonstrative,C2,10,u,duygularını göstermeyen,The undemonstrative detail changed the whole plan.,She gave an undemonstrative answer in class.,,/uploads/audio/words/undemonstrative.mp3
1409,undemonstratively,C2,10,u,duygularını göstermeden,She spoke undemonstratively during the meeting.,The team worked undemonstratively on the final task.,,/uploads/audio/words/undemonstratively.mp3
1410,undiminishing,C2,10,u,azalmayan,We saw an undiminishing pattern in the results.,His undiminishing style made the story stronger.,,/uploads/audio/words/undiminishing.mp3
1411,unencumbered,C2,10,u,engelsiz/yüksüz,The unencumbered detail changed the whole plan.,She gave an unencumbered answer in class.,,/uploads/audio/words/unencumbered.mp3
1412,unequivocal,C2,10,u,kesin/açık,This unequivocal example helped the students.,The report used an unequivocal idea clearly.,,/uploads/audio/words/unequivocal.mp3
1413,unequivocally,C2,10,u,kesin olarak,The report explained the change unequivocally.,The room was designed unequivocally for better sound.,,/uploads/audio/words/unequivocally.mp3
1414,unexceptional,C2,10,u,sıradan,The unexceptional detail changed the whole plan.,She gave an unexceptional answer in class.,,/uploads/audio/words/unexceptional.mp3
1415,unexceptionally,C2,10,u,istisnasız/sıradan şekilde,The day passed unexceptionally at school.,The machine worked unexceptionally during the test.,,/uploads/audio/words/unexceptionally.mp3
1416,unexcused,C2,10,u,mazeretsiz,We saw an unexcused pattern in the results.,His unexcused style made the story stronger.,,/uploads/audio/words/unexcused.mp3
1417,vandal,C2,10,v,vandal,The vandal detail changed the whole plan.,She gave a vandal answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/vandal-us.mp3
1418,vandalize,C2,10,v,tahrip etmek,We need to vandalize the plan carefully.,He decided to vandalize it after the meeting.,,/uploads/audio/words/vandalize.mp3
1419,venomous,C2,10,v,zehirli/kötü niyetli,We saw a venomous pattern in the results.,His venomous style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/venomous-uk.mp3
